	pos	variable	label	col_type	class	type	unique_values	n_na	range
33	34	dslr_v2_q11a	Fel d 1 Result (ng/ml)	dbl	numeric	double	385	7	c(0.01, 14021.84)
34	35	dslr_v2_q11b	Fel d 1 LLOD (ng/ml)	dbl	numeric	double	3	4	c(0.2, 1)
35	36	dslr_v2_q11c	Fel d 1 Result (ng/g)	dbl	numeric	double	387	7	c(0.2, 280436.8)
36	37	dslr_v2_q11d	Fel d 1 LLOD (ng/g)	dbl	numeric	double	3	4	c(4, 20)
37	38	dslr_v2_q11e	Fel d 1 < LLOD?	dbl	numeric	double	2	0	c(0, 1)
38	39	dslr_v2_q11f	Fel d 1 OOR?	dbl	numeric	double	2	0	c(0, 1)
39	40	dslr_v2_q11g	Fel d 1 QNS?	dbl	numeric	double	2	0	c(0, 1)
40	41	dslr_v2_q12a	Can f 1 Result (ng/ml)	dbl	numeric	double	406	13	c(0.02, 17886.36)
41	42	dslr_v2_q12b	Can f 1 LLOD (ng/ml)	dbl	numeric	double	2	4	c(0.6, 0.6)
42	43	dslr_v2_q12c	Can f 1 Result (ng/g)	dbl	numeric	double	406	13	c(0.4, 357727.2)
43	44	dslr_v2_q12d	Can f 1 LLOD (ng/g)	dbl	numeric	double	2	4	c(12, 12)
44	45	dslr_v2_q12e	Can f 1 < LLOD?	dbl	numeric	double	2	0	c(0, 1)
45	46	dslr_v2_q12f	Can f 1 OOR?	dbl	numeric	double	2	0	c(0, 1)
46	47	dslr_v2_q12g	Can f 1 QNS?	dbl	numeric	double	2	0	c(0, 1)
47	48	dslr_v2_q13a	Mus m 1 Result (ng/ml)	dbl	numeric	double	422	18	c(0, 12627.99)
48	49	dslr_v2_q13b	Mus m 1 LLOD (ng/ml)	dbl	numeric	double	5	4	c(0.1, 1)
49	50	dslr_v2_q13c	Mus m 1 Result (ng/g)	dbl	numeric	double	422	18	c(0, 252559.8)
50	51	dslr_v2_q13d	Mus m 1 LLOD (ng/g)	dbl	numeric	double	5	4	c(2, 20)
51	52	dslr_v2_q13e	Mus m 1 < LLOD?	dbl	numeric	double	2	0	c(0, 1)
52	53	dslr_v2_q13f	Mus m 1 OOR?	dbl	numeric	double	2	0	c(0, 1)
53	54	dslr_v2_q13g	Mus m 1 QNS?	dbl	numeric	double	2	0	c(0, 1)
54	55	dslr_v2_q14a	Bla g 2 Result (ng/ml)	dbl	numeric	double	373	83	c(0.11, 319.03)
55	56	dslr_v2_q14b	Bla g 2 LLOD (ng/ml)	dbl	numeric	double	3	4	c(9.8, 19.5)
56	57	dslr_v2_q14c	Bla g 2 Result (ng/g)	dbl	numeric	double	373	83	c(2.2, 6380.6)
57	58	dslr_v2_q14d	Bla g 2 LLOD (ng/g)	dbl	numeric	double	3	4	c(196, 390)
58	59	dslr_v2_q14e	Bla g 2 < LLOD?	dbl	numeric	double	2	0	c(0, 1)
59	60	dslr_v2_q14f	Bla g 2 OOR?	dbl	numeric	double	2	0	c(0, 1)
60	61	dslr_v2_q14g	Bla g 2 QNS?	dbl	numeric	double	2	0	c(0, 1)
61	62	dslr_v2_q15a	Alt a 1 Result (ng/ml)	dbl	numeric	double	94	69	c(0, 10.69)
62	63	dslr_v2_q15b	Alt a 1 LLOD (ng/ml)	dbl	numeric	double	3	4	c(0.2, 1)
63	64	dslr_v2_q15c	Alt a 1 Result (ng/g)	dbl	numeric	double	94	69	c(0, 213.8)
64	65	dslr_v2_q15d	Alt a 1 LLOD (ng/g)	dbl	numeric	double	3	4	c(4, 20)
65	66	dslr_v2_q15e	Alt a 1 < LLOD?	dbl	numeric	double	2	0	c(0, 1)
66	67	dslr_v2_q15f	Alt a 1 OOR?	dbl	numeric	double	2	0	c(0, 1)
67	68	dslr_v2_q15g	Alt a 1 QNS?	dbl	numeric	double	2	0	c(0, 1)
68	69	aformDY	Visit Day	dbl	numeric	double	204	120	c(2421, 3004)
69	70	areceiveDY	Received Day	dbl	numeric	double	368	1	c(2444, 3927)
70	71	areportDY	Report Day	dbl	numeric	double	377	1	c(2479, 3962)
71	72	DSLR_V2_Q8ADY	MARIA Tech Day	dbl	numeric	double	358	4	c(2460, 3948)
72	73	DSLR_v2_q3aDY	Day Weighed	dbl	numeric	double	267	140	c(2452, 3946)
73	74	DSLR_v2_q5aDY	Day Extracted	dbl	numeric	double	270	135	c(2453, 3948)
74	75	DSLR_v2_q6aDY	ELISA Day	dbl	numeric	double	283	135	c(2468, 3951)
